roadway,begin_post,end_post,facility,match_m,class_is_a_guess
10000373,0.068,0.525,minor arterial,30,no
10000373,0.525,0.83,minor arterial,32,no
10000708,0.0,0.343,minor arterial,194,no
10000711,0.0,0.235,principal arterial,173,no
10000789,0.0,0.239,principal arterial,204,no
10000638,0.0,0.257,freeway,13,no
10000602,0.089,0.72,collector,40,no
10000707,0.0,0.573,collector,270,no
10000790,0.0,0.84,collector,68,no
10000608,0.0,0.062,minor arterial,40,no
10000608,0.062,0.526,minor arterial,224,no
10000612,0.0,0.06,principal arterial,168,no
10000612,0.06,0.228,collector,4,no
10000777,0.0,0.033,principal arterial,105,no
10000759,0.0,2.52,collector,288,no
10000737,0.0,1.353,collector,133,no
10000784,0.0,0.198,collector,357,no
10000378,0.0,0.403,collector,134,no
10000750,0.0,1.544,collector,175,no
10000730,0.0,1.687,collector,199,no
10000610,0.0,0.055,collector,181,no
10000610,0.055,0.909,principal arterial,60,no
10000764,0.0,0.631,collector,30,no
10000746,0.0,0.26,collector,22,no
10002008,0.0,0.152,freeway,20,no
10000724,0.0,0.275,freeway,70,no
10000622,0.0,2.387,collector,397,no
10000781,0.0,0.5,collector,1509,yes
10000714,0.0,0.193,minor arterial,3,no
10000400,0.0,1.038,collector,239,no
10000400,1.038,3.064,minor arterial,167,no
10000400,3.064,3.574,minor arterial,333,no
10000706,0.0,0.604,collector,199,no
10000782,0.0,0.562,principal arterial,430,no
10000375,0.0,2.23,collector,67,no
10000741,0.0,0.817,collector,405,no
10000372,0.0,1.007,collector,30,no
10000718,0.0,0.756,collector,190,no
10000621,0.0,1.288,collector,21,no
10000795,0.0,0.256,minor arterial,206,no
10000637,0.0,0.253,freeway,37,no
10000756,0.0,1.507,collector,50,no
10002005,0.0,0.11,freeway,47,no
10000717,0.0,0.506,collector,46,no
10000753,0.0,0.529,collector,8,no
10002010,0.0,0.143,freeway,6,no
10000720,0.0,1.12,collector,151,no
10000757,0.0,0.72,collector,60,no
10000734,0.0,0.685,collector,189,no
10000736,0.0,0.42,freeway,344,no
10002011,0.0,0.127,freeway,22,no
10000726,0.0,0.26,collector,401,no
10000733,0.0,0.929,collector,124,no
10002007,0.0,0.095,freeway,38,no
10000769,0.0,3.093,collector,321,no
10000715,0.0,2.27,minor arterial,328,no
10000765,0.0,0.35,collector,20,no
10000641,0.0,0.089,minor arterial,77,no
10000369,0.0,0.164,collector,39,no
10000792,0.0,0.772,principal arterial,437,no
10000554,0.0,0.372,principal arterial,194,no
10000601,0.0,1.061,minor arterial,105,no
10000727,0.0,1.035,minor arterial,632,yes
10000788,0.0,0.279,collector,58,no
10000749,0.0,0.378,minor arterial,239,no
10000729,0.0,0.779,collector,37,no
10000771,0.0,0.469,collector,41,no
10000773,0.0,0.518,principal arterial,309,no
10000719,0.0,0.186,principal arterial,200,no
10002009,0.0,0.142,freeway,48,no
10000725,0.0,1.508,minor arterial,673,yes
10000785,0.0,0.383,principal arterial,327,no
10000603,0.0,4.229,minor arterial,28,no
10000751,0.0,2.135,collector,282,no
10002003,0.0,0.23,freeway,18,no
10000709,0.0,0.604,collector,38,no
10000776,0.0,0.509,collector,221,no
10000728,0.0,0.083,minor arterial,24,no
10000704,0.0,0.582,minor arterial,198,no
10000371,0.0,2.318,minor arterial,129,no
10002006,0.0,0.223,freeway,64,no
10000721,0.0,0.54,collector,127,no
10000625,0.0,0.086,collector,9,no
10000752,0.0,0.23,minor arterial,314,no
10000738,0.0,0.625,collector,896,yes
10000713,0.0,1.522,collector,324,no
10000012,0.0,2.99,collector,666,yes
10000001,0.0,3.0,collector,595,yes
10000015,0.0,0.493,collector,283,no
10000008,0.0,1.736,collector,58,no
10000003,0.0,1.939,collector,473,no
10900007,0.0,1.711,collector,131,no
10740000,0.0,1.0,collector,367,no
10740000,1.0,3.323,collector,226,no
10720000,0.0,1.575,principal arterial,27,no
10810000,0.0,0.984,collector,90,no
10760000,0.0,4.437,minor arterial,122,no
10900004,0.0,0.753,collector,105,no
10820000,0.0,1.561,minor arterial,79,no
10710000,0.0,1.753,collector,171,no
10760500,0.0,1.959,collector,388,no
10900001,0.0,0.701,collector,193,no
10700000,0.0,4.522,minor arterial,347,no
10740500,0.0,3.419,collector,325,no
10821500,0.0,0.452,minor arterial,258,no
10900029,0.0,0.381,collector,242,no
10900005,0.0,1.711,minor arterial,33,no
10740001,0.0,0.809,principal arterial,18,no
10730000,0.0,10.774,minor arterial,1555,yes
14000026,0.92,1.791,freeway,360,no
14000001,0.0,3.575,collector,2620,yes
14000034,0.0,0.789,principal arterial,96,no
14000034,0.789,1.107,collector,54,no
14000034,1.107,1.27,principal arterial,127,no
14000015,0.274,2.092,collector,930,yes
14000024,0.0,4.075,collector,222,no
14000005,0.0,2.756,collector,209,no
14000008,0.0,1.022,collector,132,no
14000023,0.0,0.325,collector,62,no
14000023,1.426,2.217,principal arterial,272,no
14000023,2.217,2.848,collector,99,no
14000032,0.0,1.235,collector,113,no
14000032,1.235,1.273,collector,5,no
14000039,1.185,1.388,collector,116,no
14000003,0.0,1.004,collector,23,no
14000012,0.0,5.808,collector,459,no
14000036,0.0,0.133,minor arterial,209,no
14000036,0.133,0.793,collector,91,no
14000019,0.0,0.925,collector,258,no
14000019,0.925,1.985,collector,182,no
14000040,0.0,0.317,collector,356,no
14000040,0.317,1.283,collector,194,no
14000022,1.215,1.312,minor arterial,11,no
14000022,1.312,1.351,minor arterial,89,no
14000006,0.0,0.186,collector,9,no
14000011,0.0,0.977,collector,275,no
14000014,0.0,1.28,collector,478,no
14000037,1.472,1.551,minor arterial,409,no
14000037,1.551,1.763,minor arterial,173,no
