roadway,county,begin_post,end_post,length_mi,aadt,description,ksi_observed,ksi_spf,eb_weight,ksi_eb,vmt_period,r_per_pmt
10000191,Hillsborough,0.0,1.672,1.672,20500,CASEY RD,3,8.410,0.1472,3.796,86324106,0.092578
10000132,Hillsborough,0.0,3.023,3.023,11400,W BUSCH BLVD,3,6.028,0.1203,3.364,86793051,0.056989
10000007,Hillsborough,0.0,2.513,2.513,27500,RHODINE ROAD,19,12.072,0.1076,18.255,174047239,0.119297
08070000,Hernando,4.065,7.026,2.961,23500,08150001 NB OFF,32,11.670,0.0786,30.402,175246045,0.182806
10000367,Hillsborough,0.073,3.368,3.295,10700,N/A,6,6.314,0.1155,6.036,88793495,0.092259
10310000,Hillsborough,1.315,2.817,1.502,47000,N/A,8,14.786,0.0894,8.607,177790989,0.063060
10080500,Hillsborough,0.0,3.077,3.077,23000,GANDY BLVD/US-98,13,12.950,0.1010,12.995,178236764,0.140402
10190000,Hillsborough,15.88,17.423,1.543,161000,N/A,26,29.936,0.0322,26.127,625653325,0.112325
10000645,Hillsborough,7.76,9.715,1.955,18200,RACE TRACK RD,8,6.920,0.1738,7.812,89610748,0.153544
10000028,Hillsborough,2.455,4.354,1.899,37500,S HOWARD AVE,4,11.476,0.1126,4.841,179348681,0.038526
15000320,Pinellas,0.0,2.713,2.713,26500,49 ST S,6,9.187,0.0823,6.262,181066298,0.082623
08000019,Hernando,0.0,4.185,4.185,8600,C-574/SPRING HILL DR,11,6.991,0.1055,10.577,90643334,0.144748
10330000,Hillsborough,2.135,3.15,1.015,35500,N/A,3,7.962,0.1542,3.765,90747851,0.087341
08000017,Hernando,0.0,4.161,4.161,26000,COUNTY LINE RD,20,17.832,0.0529,19.885,272466441,0.102436
10002000,Hillsborough,1.5,2.123,0.623,59000,Bridge No-100312,2,5.263,0.1591,2.519,92572505,0.041375
15000305,Pinellas,5.537,9.527,3.99,18500,CR-752 / TAMPA RD,18,14.294,0.0924,17.657,185903077,0.164953
10091000,Hillsborough,0.0,6.904,6.904,10800,JL REDMAN PKWY,6,20.675,0.0656,6.963,187787419,0.069446
15190000,Pinellas,5.27,6.296,1.026,185000,Bridge No-150121,26,11.769,0.0655,25.068,478036485,0.104985
14090000,Pasco,0.0,1.786,1.786,64000,LAND O LAKES BLVD,33,16.140,0.0581,32.020,287874624,0.159428
10190000,Hillsborough,24.713,26.776,2.063,148000,Bridge No-100599,26,37.329,0.0260,26.294,768958494,0.084138
10060000,Hillsborough,9.184,12.516,3.332,46000,19 AVE NE,21,32.236,0.0431,21.484,386015532,0.062334
10470000,Hillsborough,4.127,4.551,0.424,90400,Bridge No-100532,4,5.100,0.1633,4.180,96533098,0.087320
10000010,Hillsborough,0.0,6.296,6.296,12200,E BEARSS AVE,10,13.100,0.0592,10.184,193449007,0.088008
15030000,Pinellas,2.888,3.557,0.669,57500,N/A,5,7.753,0.1577,5.434,96880399,0.077955
02060000,Citrus,0.0,4.031,4.031,9600,S FLORIDA AVE,3,8.887,0.1407,3.829,97459906,0.082698
10310000,Hillsborough,0.0,1.315,1.315,59000,BEG UNDERPASS 100085,16,15.561,0.0853,15.963,195397822,0.147338
10000185,Hillsborough,0.0,3.048,3.048,12800,BRUCE B DOWNS BLVD,1,6.536,0.1120,1.620,98257766,0.038421
15004503,Pinellas,0.0,3.61,3.61,43500,SR-693 / PASADENA AV,12,24.348,0.0564,12.697,395492648,0.039277
10075324,Hillsborough,1.214,2.727,1.513,26000,N/A,1,6.484,0.1331,1.730,99072753,0.040689
14120000,Pasco,2.012,3.028,1.016,39000,CR-1/LITTLE RD,24,8.600,0.1444,21.776,99793044,0.239530
10000504,Hillsborough,0.0,8.863,8.863,4500,CR-672,8,11.154,0.1154,8.364,100446595,0.146657
02000021,Citrus,0.0,3.13,3.13,12800,E GULF TO LAKE HWY,9,6.712,0.1094,8.750,100901184,0.148646
08000036,Hernando,0.0,2.469,2.469,16500,CR-587/MARINER BLVD,17,6.210,0.1172,15.735,102599912,0.224402
10190000,Hillsborough,17.423,21.163,3.74,142500,CR-579/MANGO RD,40,65.584,0.0150,40.383,1342234575,0.080471
15040000,Pinellas,5.732,9.443,3.711,56000,N/A,17,30.024,0.0321,17.418,523384596,0.038520
02000027,Citrus,0.0,3.073,3.073,13600,W NORVELL BRYANT HWY,8,6.845,0.1075,7.876,105255167,0.131788
10000611,Hillsborough,0.0,1.863,1.863,22500,S ARMENIA AVE,3,5.693,0.1265,3.341,105569224,0.046524
08470000,Hernando,3.46,7.258,3.798,22171,Bridge No-080042,5,14.265,0.0652,5.604,212071446,0.051270
15020000,Pinellas,9.309,11.556,2.247,18800,CR-816/ALDERMAN RD,5,8.146,0.1516,5.477,106390507,0.071547
08020000,Hernando,0.0,1.087,1.087,39000,CR578/COUNTY LINE RD,8,6.517,0.1325,7.804,106766770,0.095212
10190000,Hillsborough,2.153,2.613,0.46,184500,Bridge No-100115,9,9.991,0.0906,9.090,213745095,0.054423
10150000,Hillsborough,7.028,8.412,1.384,62209,EISENHOWER BLVD S,12,17.094,0.0783,12.399,216835939,0.091411
10160000,Hillsborough,2.969,4.818,1.849,70500,10160049 NB ON,15,25.271,0.0543,15.558,328297808,0.071599
10075000,Hillsborough,16.508,20.081,3.573,172000,GIBSONTON DR,50,73.221,0.0134,50.311,1547759286,0.077150
14000048,Pasco,0.0,3.915,3.915,45000,PINELLAS COUNTY LINE,38,37.208,0.0375,37.970,443696738,0.132327
14000121,Pasco,0.0,2.452,2.452,18000,SR597/DALE MABRY HWY,6,6.513,0.1123,6.058,111156516,0.102073
10150000,Hillsborough,1.84,3.46,1.62,54500,COUNTRYWAY BLVD,9,17.978,0.0747,9.671,222358365,0.074552
10120000,Hillsborough,5.042,6.07,1.028,43000,S PEBBLE BEACH BLVD,11,6.874,0.1747,10.279,111327774,0.150823
15000457,Pinellas,0.0,2.673,2.673,16700,SR-580,6,8.877,0.1409,6.405,112423573,0.077323
08070000,Hernando,0.0,4.065,4.065,22000,CR-541/SPRING LK HWY,27,15.170,0.0616,26.271,225229455,0.177897
15520000,Pinellas,0.0,5.168,5.168,17500,SR-688/WALSINGHAM RD,2,13.487,0.0576,2.662,227773140,0.017768
08000040,Hernando,0.0,10.174,10.174,9000,BROAD ST,16,17.489,0.0450,16.067,230608971,0.125658
08000042,Hernando,0.0,2.778,2.778,16500,FREEPORT DR,11,6.987,0.1055,10.576,115440484,0.113647
15150000,Pinellas,13.04,13.578,0.538,85500,Bridge No-150207,3,8.595,0.1445,3.808,115848482,0.048331
15000289,Pinellas,0.0,3.711,3.711,12500,UNSIGNED,3,7.840,0.0951,3.461,116826919,0.062357
15510000,Pinellas,2.779,8.963,6.184,53000,PARK BLVD,32,67.094,0.0212,32.743,825443412,0.049595
10000379,Hillsborough,0.0,3.162,3.162,14900,US-301/ SR-43,59,7.459,0.0995,53.871,118656105,0.445240
15230000,Pinellas,2.171,3.26,1.089,43500,N/A,7,10.070,0.1260,7.387,119305123,0.082241
10130001,Hillsborough,0.0,2.96,2.96,48000,W END OF EB BR 300,1,21.078,0.0451,1.906,357828480,0.008413
14010000,Pasco,3.919,4.976,1.057,45000,HALE RD,11,10.046,0.1262,10.880,119792452,0.112657
15070000,Pinellas,1.782,2.797,1.015,47000,N/A,3,7.249,0.1672,3.711,120145043,0.045406
02030000,Citrus,20.742,25.107,4.365,11000,N/A,6,9.175,0.0979,6.311,120925777,0.097747
10140000,Hillsborough,0.0,5.012,5.012,58000,PINELLAS/HILLS CO LN,18,41.746,0.0233,18.553,732117876,0.058951
08040000,Hernando,7.049,9.862,2.813,17500,CR-484/FT DADE AVE,20,8.685,0.1028,18.836,123979459,0.213246
14050000,Pasco,9.103,11.342,2.239,22000,WIRE RD,30,11.925,0.1085,28.039,124056273,0.286914
15080000,Pinellas,1.006,2.127,1.121,44000,N/A,6,10.462,0.1218,6.544,124222494,0.071489
10010000,Hillsborough,14.175,15.693,1.518,65000,SYMMES RD,27,19.427,0.0695,26.474,248500395,0.138713
14000053,Pasco,0.0,3.528,3.528,14000,CR-1/LITTLE RD,19,8.003,0.0934,17.973,124393752,0.205467
15150000,Pinellas,15.306,16.803,1.497,99000,Bridge No-150194,10,19.415,0.0488,10.459,373249256,0.046848
14000045,Pasco,0.0,5.578,5.578,18000,LIVINGSTON AVE,34,19.582,0.0692,33.002,252867474,0.136419
15100000,Pinellas,4.97,7.289,2.319,22000,107 AVE,4,12.351,0.1052,4.878,128488833,0.076566
10190000,Hillsborough,10.533,12.006,1.473,173500,Bridge No-100673,13,30.404,0.0317,13.552,643641712,0.048102
02010000,Citrus,18.475,23.552,5.077,10100,S200/N CARL ROSE HWY,8,14.401,0.0916,8.586,129142887,0.086608
10000271,Hillsborough,0.0,3.029,3.029,17100,SR-60/W BRANDON BLVD,14,7.791,0.0957,13.406,130447974,0.158025
10680000,Hillsborough,1.611,4.021,2.41,43000,KINGS CROSSING DR,44,16.116,0.0828,41.690,260992155,0.161695
10536000,Hillsborough,0.0,2.534,2.534,20600,BLOOMINGDALE AVE,11,9.830,0.1290,10.849,131466707,0.134802
14140000,Pasco,18.885,20.352,1.467,71500,14140009 SB ON,8,14.531,0.0641,8.419,264166724,0.056129
10010000,Hillsborough,11.171,14.175,3.004,52500,BIG BEND RD,31,32.343,0.0429,31.058,397192635,0.098493
10540000,Hillsborough,0.0,11.845,11.845,17800,S US-301,35,41.240,0.0341,35.213,531003058,0.117707
14571000,Pasco,6.515,8.289,1.774,60000,N/A,17,15.197,0.0615,16.889,268069140,0.111445
15061000,Pinellas,0.0,0.942,0.942,56500,WEST END BR# 150125,12,10.763,0.1188,11.853,134042126,0.108189
15080000,Pinellas,0.0,1.006,1.006,53000,SR-586/CURLEW RD,4,10.915,0.1174,4.812,134281383,0.051137
15012500,Pinellas,0.0,2.945,2.945,18200,GULF BLVD,9,13.454,0.0974,9.434,134989082,0.089435
14610000,Pasco,2.626,4.509,1.883,28500,CHANCEY RD,23,12.366,0.1050,21.883,135156562,0.219352
14510000,Pasco,2.248,12.088,9.84,22000,BRUMWELL DR,35,40.074,0.0350,35.178,545204880,0.079022
02000056,Citrus,0.0,7.969,7.969,6800,NORVELL BRYANT HWY,5,11.488,0.0670,5.434,136475500,0.055341
14140000,Pasco,11.477,18.885,7.408,73500,14140007 NB OFF,55,75.075,0.0131,55.263,1371293028,0.070508
15150000,Pinellas,11.096,13.04,1.944,56000,Bridge No-150055,18,22.053,0.0617,18.250,274173984,0.076356
15120000,Pinellas,7.209,8.114,0.905,60500,ROSE TREE WAY,7,10.929,0.1172,7.461,137894171,0.071866
14110000,Pasco,0.0,2.742,2.742,20000,HILLSBOROUGH CO LINE,18,13.520,0.0969,17.566,138114540,0.145890
10517000,Hillsborough,0.0,2.653,2.653,41500,W HILLSBOROUGH AVE,20,11.906,0.0648,19.476,277285591,0.079258
10110000,Hillsborough,5.048,6.314,1.266,44500,S US-301/SR-43,19,11.924,0.1085,18.232,141884734,0.182735
10320000,Hillsborough,4.311,5.008,0.697,162500,Bridge No-100220,11,13.627,0.0681,11.179,285251606,0.064016
10690000,Hillsborough,0.0,8.597,8.597,33500,US-301,36,47.792,0.0296,36.349,725326741,0.087962
10000028,Hillsborough,0.0,2.455,2.455,23500,GANDY BLVD,2,7.709,0.0966,2.552,145298561,0.038780
10630500,Hillsborough,0.0,3.635,3.635,16100,W GANDY BLVD,6,9.002,0.0839,6.252,147391435,0.057565
15190000,Pinellas,6.296,7.322,1.026,172000,Bridge No-150090,13,11.242,0.0683,12.880,444444732,0.045407
15501000,Pinellas,1.932,4.043,2.111,28000,N/A,13,10.277,0.1241,12.662,148863498,0.102749
10190000,Hillsborough,26.776,27.982,1.206,147000,Bridge No-100601,20,21.700,0.0439,20.075,446484717,0.075477
15000028,Pinellas,0.0,10.663,10.663,61500,SR-580/MAIN ST,62,61.258,0.0133,61.990,1651568078,0.071055
15190000,Pinellas,2.555,3.555,1.0,120000,Bridge No-150154,7,8.741,0.0862,7.150,302220000,0.054399
15000317,Pinellas,0.0,2.503,2.503,24000,26 AV S,7,7.965,0.0938,7.090,151291332,0.062253
10060000,Hillsborough,22.033,23.547,1.514,39694,CR-676A/MADISON AVE,10,13.000,0.1004,10.301,151353579,0.085697
15190000,Pinellas,12.477,13.785,1.308,140000,Bridge No-150102,15,22.603,0.0422,15.321,461187720,0.072128
15190000,Pinellas,3.555,4.506,0.951,129000,Bridge No-150131,6,8.699,0.0866,6.234,308967062,0.037789
14091000,Pasco,0.761,1.487,0.726,85000,WESLEY CHAPEL BLVD,24,8.299,0.1071,22.318,155416635,0.157629
10130000,Hillsborough,10.033,11.05,1.017,61000,COLUMBUS DR,4,12.364,0.1051,4.879,156240185,0.062973
10002000,Hillsborough,12.982,13.776,0.794,79000,Bridge No-100465,5,8.542,0.1044,5.370,157975431,0.065945
10110000,Hillsborough,7.08,7.936,0.856,73500,BRANDON TOWN CNTR,17,8.675,0.1029,16.143,158453946,0.117920
10330000,Hillsborough,3.15,4.654,1.504,42000,E SLIGH AVE,10,13.518,0.0970,10.341,159088608,0.081845
10525000,Hillsborough,4.2,5.761,1.561,40500,BELL SHOALS RD,21,9.986,0.1272,19.599,159220829,0.170637
14000155,Pasco,0.0,1.816,1.816,35000,SR-52,2,9.955,0.0909,2.723,160075860,0.025867
10320000,Hillsborough,6.517,7.526,1.009,126500,Bridge No-100231,9,16.032,0.0585,9.411,321457562,0.037466
10075323,Hillsborough,0.0,2.631,2.631,25000,US-301/ SR-43 / NB,3,10.915,0.0836,3.662,165654338,0.046532
14571000,Pasco,3.282,4.427,1.145,57500,N/A,13,9.469,0.0951,12.664,165811744,0.119670
10190000,Hillsborough,0.0,2.153,2.153,184500,EAST END BR 150107,33,46.761,0.0208,33.287,1000419977,0.066851
10290000,Hillsborough,2.036,4.019,1.983,68500,CR-581 / N 30 ST,18,26.479,0.0520,18.441,342101707,0.077723
10000222,Hillsborough,0.0,2.188,2.188,31000,PALM RIVER RD,13,8.176,0.0916,12.558,170824818,0.088804
14140000,Pasco,4.848,11.477,6.629,113000,14140001 SB ON,66,55.797,0.0146,65.851,1886550424,0.067985
10270118,Hillsborough,0.396,1.642,1.246,55000,N/A,2,9.932,0.0911,2.723,172592805,0.023986
10680000,Hillsborough,0.0,1.611,1.611,43000,DICKMAN RD,4,14.758,0.0895,4.963,174464050,0.057373
15120000,Pinellas,2.25,4.035,1.785,39000,WALSINGHAM RD,10,15.110,0.0876,10.448,175325378,0.075032
10075000,Hillsborough,27.118,31.196,4.078,171500,Bridge No-100393,42,83.369,0.0118,42.488,1761380975,0.051355
14030000,Pasco,3.028,4.176,1.148,61000,SR-54,17,9.970,0.0908,16.362,176365518,0.107380
10000087,Hillsborough,0.0,3.749,3.749,56000,US-301,17,20.308,0.0390,17.129,528743964,0.047401
15000186,Pinellas,0.0,6.246,6.246,70000,110 AVE,17,84.877,0.0168,18.141,1101138570,0.029142
10580000,Hillsborough,0.0,9.91,9.91,7400,N TAYLOR RD,3,15.065,0.0519,3.626,184691679,0.028864
10000019,Hillsborough,0.0,8.409,8.409,17600,LITHIA PINECREST RD,6,22.023,0.0361,6.578,372733970,0.033056
14000112,Pasco,0.0,4.78,4.78,15600,SR-54,8,11.606,0.0663,8.239,187799508,0.057151
10075000,Hillsborough,32.305,36.252,3.947,135000,Bridge No-100420,22,66.183,0.0148,22.655,1341970133,0.031837
10320000,Hillsborough,5.008,6.517,1.509,153000,Bridge No-100226,11,28.067,0.0343,11.585,581463725,0.032545
08470000,Hernando,7.258,18.653,11.395,13600,N/A,19,28.552,0.0337,19.322,390296982,0.084490
10000370,Hillsborough,0.0,4.743,4.743,33000,FISHHAWK BLVD,14,26.075,0.0529,14.638,394193102,0.044331
15150000,Pinellas,14.411,15.306,0.895,89000,Bridge No-150192,3,6.485,0.1128,3.393,200611117,0.035605
10075000,Hillsborough,36.252,39.854,3.602,111500,Bridge No-100838,15,51.551,0.0189,15.692,1011487525,0.033685
10150000,Hillsborough,3.46,4.849,1.389,58000,W LONGBOAT BLVD,12,16.211,0.0822,12.346,202895397,0.097277
14091000,Pasco,5.437,7.493,2.056,39500,MANSFIELD BLVD,17,17.584,0.0762,17.045,204532422,0.096456
10320000,Hillsborough,8.814,16.021,7.207,80000,Bridge No-100238,42,78.348,0.0125,42.456,1452066360,0.052966
10000137,Hillsborough,0.0,3.324,3.324,25000,N ARMENIA AVE,8,14.880,0.0891,8.613,209287350,0.053611
15190900,Pinellas,0.0,1.196,1.196,69651,1774 FT N OF BR 214,10,11.593,0.0791,10.126,209797588,0.060772
14140000,Pasco,1.358,4.848,3.49,144249,N/A,63,61.822,0.0158,62.981,1267885962,0.070872
10000607,Hillsborough,0.0,4.543,4.543,37000,BRUCE B DOWNS BLVD,12,18.971,0.0416,12.290,423337184,0.057305
10190000,Hillsborough,21.163,24.713,3.55,145000,Bridge No-100614,28,63.156,0.0155,28.546,1296397875,0.047550
10590000,Hillsborough,7.468,11.528,4.06,64000,10075367 SB ON,12,36.439,0.0384,12.939,654407040,0.031608
10470000,Hillsborough,5.72,7.783,2.063,86300,Bridge No-100540,23,23.880,0.0400,23.035,448385933,0.056751
10160000,Hillsborough,4.818,6.167,1.349,66000,SOUTH VILLAGE DR,11,17.479,0.0767,11.497,224232129,0.083752
14000118,Pasco,0.468,2.475,2.007,44500,ARONWOOD BLVD,4,9.411,0.0805,4.436,224931013,0.039771
10320000,Hillsborough,2.452,3.47,1.018,176000,Bridge No-100211,12,21.263,0.0447,12.414,451234608,0.054304
10075000,Hillsborough,25.671,27.118,1.447,186000,N/A,9,31.639,0.0305,9.691,677834127,0.030717
15190000,Pinellas,10.565,12.477,1.912,141000,Bridge No-150100,13,33.236,0.0291,13.589,678967452,0.038540
10511000,Hillsborough,0.0,3.915,3.915,23000,LIVINGSTON AVE,6,12.129,0.0636,6.390,226778332,0.038241
15061000,Pinellas,2.693,4.95,2.257,40000,CR-694/PARK BLVD N,20,19.500,0.0693,19.965,227370180,0.099087
14120000,Pasco,17.823,21.393,3.57,25500,CR-583/EHREN CUTOFF,8,21.427,0.0634,8.852,229271648,0.067998
14120000,Pasco,12.438,17.823,5.385,17000,US41/SR45/LANDOLKS B,15,23.280,0.0587,15.486,230556082,0.101481
10000645,Hillsborough,0.0,2.693,2.693,34000,CITRUS PARK DR,16,15.136,0.0877,15.924,230598897,0.080701
10821000,Hillsborough,4.007,6.524,2.517,36500,CR-583/N 56 ST,8,14.909,0.0889,8.615,231375854,0.065574
15190000,Pinellas,8.365,10.565,2.2,169000,54 AVE N,23,23.842,0.0334,23.028,936378300,0.051772
10190000,Hillsborough,27.982,28.673,0.691,135000,N/A,23,11.587,0.0791,22.097,234938272,0.103898
10000179,Hillsborough,0.0,5.037,5.037,18500,DEER CHASE DR,18,18.045,0.0746,18.003,234685163,0.087997
10470000,Hillsborough,4.551,5.72,1.169,80200,N/A,11,12.735,0.0725,11.126,236118945,0.058449
10470000,Hillsborough,1.094,2.06,0.966,100700,Bridge No-100516,11,12.125,0.1072,11.121,244990110,0.056306
15150000,Pinellas,18.332,19.845,1.513,131000,Bridge No-150260,12,24.746,0.0387,12.493,499174255,0.049400
15170000,Pinellas,4.247,8.535,4.288,69651,N END OF NEW BRIDGE,15,41.562,0.0234,15.621,752183995,0.045091
15150000,Pinellas,16.803,18.332,1.529,131000,Bridge No-150273,10,25.007,0.0383,10.575,504453032,0.043697
15070500,Pinellas,0.0,4.236,4.236,25000,SR-580/MAIN ST,12,18.963,0.0713,12.496,266709150,0.074903
14010000,Pasco,6.653,9.868,3.215,33000,WILDERNESS LAKE BLVD,28,23.773,0.0575,27.757,267200258,0.111505
10160000,Hillsborough,9.539,11.628,2.089,52500,N/A,7,16.022,0.0585,7.528,276210191,0.036201
15190000,Pinellas,4.506,5.27,0.764,144000,Bridge No-150121,11,13.514,0.0686,11.172,277075296,0.065867
10190000,Hillsborough,3.836,4.339,0.503,220000,Bridge No-100825,6,6.433,0.1136,6.049,278697210,0.040654
10190000,Hillsborough,3.257,3.836,0.579,198000,Bridge No-100817,4,13.333,0.0695,4.648,288725877,0.022977
10320000,Hillsborough,0.708,1.441,0.733,166000,Bridge No-100201,18,14.586,0.0639,17.782,306446043,0.066561
10075000,Hillsborough,0.0,6.473,6.473,95000,MANATEE CO LINE,22,81.132,0.0121,22.717,1548713798,0.023879
10190000,Hillsborough,8.435,10.533,2.098,178000,Bridge No-100658,14,40.140,0.0350,14.915,940518714,0.024385
10190000,Hillsborough,12.006,12.858,0.852,146000,Bridge No-100586,8,15.244,0.0613,8.444,313281252,0.035112
10524000,Hillsborough,0.0,4.08,4.08,31500,GUNN HWY,7,21.671,0.0629,7.923,323677620,0.032516
10190000,Hillsborough,6.85,7.362,0.512,252000,Bridge No-100138,7,14.396,0.0647,7.478,324946944,0.041744
15150000,Pinellas,20.417,22.551,2.134,124500,Bridge No-150246,10,46.212,0.0304,11.103,669122635,0.027740
10075000,Hillsborough,13.089,16.508,3.419,157000,N/A,33,35.378,0.0228,33.054,1351887985,0.030352
10075000,Hillsborough,22.862,25.671,2.809,145000,N/A,22,49.973,0.0195,22.546,1025797643,0.035782
14571000,Pasco,4.427,6.515,2.088,65500,CYPRESS RANCH BLVD,12,19.234,0.0492,12.356,344440134,0.043889
15000305,Pinellas,0.0,5.537,5.537,25000,CR-576 / SUNSET POIN,16,24.787,0.0555,16.487,348623362,0.070282
15517000,Pinellas,0.038,2.082,2.044,69000,NORTH SIDE BR#154266,4,27.454,0.0502,5.178,355199166,0.020803
10190000,Hillsborough,29.866,32.836,2.97,151000,Bridge No-100607,14,29.989,0.0268,14.428,1129471695,0.024036
14470000,Pasco,11.08,19.865,8.785,34500,Bridge No-140083,13,47.588,0.0205,13.709,763313276,0.028140
10320000,Hillsborough,3.47,4.311,0.841,183000,Bridge No-100215,12,18.143,0.0520,12.320,387604705,0.050811
15000316,Pinellas,0.0,4.524,4.524,34500,31 ST N,25,18.079,0.0436,24.698,393082443,0.068555
10075000,Hillsborough,31.196,32.305,1.109,142000,Bridge No-100403,7,19.391,0.0488,7.605,396608343,0.034781
10190000,Hillsborough,13.947,15.88,1.933,164500,US-301/SR-43,8,20.596,0.0385,8.485,800828852,0.023519
10002000,Hillsborough,11.126,12.982,1.856,95000,Bridge No-100459,8,23.263,0.0410,8.626,444061920,0.034214
15190000,Pinellas,14.379,19.655,5.276,174000,4 ST N,41,109.161,0.0090,41.616,2312043444,0.027114
15190000,Pinellas,7.322,8.365,1.043,180000,Bridge No-150092,8,22.194,0.0429,8.609,472823190,0.032069
10002000,Hillsborough,9.13,11.126,1.996,98500,Bridge No-100453,4,25.779,0.0372,4.810,495152211,0.019590
10590000,Hillsborough,3.809,7.468,3.659,54500,SKIPPER RD,10,29.159,0.0475,10.911,502227937,0.036320
15000019,Pinellas,0.0,3.096,3.096,130000,US-19,6,28.456,0.0282,6.632,1013645880,0.015630
14550000,Pasco,0.021,10.5,10.479,19700,SR-54,26,39.328,0.0357,26.476,519909822,0.066921
08150000,Hernando,7.054,11.468,4.414,47500,Bridge No-080086,17,31.160,0.0310,17.438,528041302,0.038225
10470000,Hillsborough,12.82,16.052,3.232,65900,Bridge No-100627,13,29.923,0.0322,13.545,536412293,0.030502
10470000,Hillsborough,2.06,4.127,2.067,107090,Bridge No-100520,42,28.610,0.0336,41.550,557482643,0.087691
08150000,Hernando,0.0,7.054,7.054,71500,PASCO CO LINE,35,44.545,0.0182,35.173,1270233178,0.033913
15170001,Pinellas,0.0,4.143,4.143,69651,BEG BR# 150189,2,40.157,0.0242,2.923,726748668,0.006116
14470000,Pasco,1.28,11.08,9.8,55300,Bridge No-140073,34,78.466,0.0125,34.557,1364875890,0.031214
02000016,Citrus,0.0,4.366,4.366,10600,S SUNCOAST BLVD,5,8.317,0.0902,5.299,116555173,0.063187
14000242,Pasco,0.0,5.991,5.991,13700,DECUBELLIS RD,0,17.185,0.0781,1.342,206710169,0.010719
14140008,Pasco,0.0,0.119,0.119,4500,SR-52 WB,1,0.119,0.8930,0.214,1348657,0.250167
14140008,Pasco,0.119,0.219,0.1,4500,N/A,0,0.100,0.9085,0.091,1133325,0.132703
14000061,Pasco,8.077,9.652,1.575,18200,HAYS RD,2,4.213,0.1637,2.362,72192802,0.049750
02010000,Citrus,0.0,1.14,1.14,4200,HERNANDO CO LINE,0,1.590,0.4772,0.759,12058578,0.103888
02010000,Citrus,1.14,4.651,3.511,6500,E OAK FOREST ST,5,6.972,0.1723,5.340,57475948,0.129118
02010000,Citrus,11.052,11.685,0.633,16400,N/A,4,2.658,0.3532,3.526,26145052,0.192472
02010000,Citrus,12.72,13.136,0.416,40000,N/A,0,2.547,0.2810,0.716,41907840,0.028202
02010000,Citrus,13.136,13.177,0.041,7000,US-41,0,0.086,0.9438,0.082,722810,0.186371
02010000,Citrus,14.041,16.531,2.49,16000,PARKSIDE AVE,5,10.249,0.1240,5.651,100337040,0.078275
02010000,Citrus,18.1,18.475,0.375,19900,E PARSONS POINT,4,1.842,0.4408,3.049,18794306,0.231499
02010000,Citrus,29.816,30.062,0.246,21500,N/A,0,1.286,0.5302,0.682,13320347,0.084522
14000216,Pasco,0.0,0.387,0.387,850,JOHNSTON RD,0,0.151,0.8450,0.128,828461,0.254647
14000128,Pasco,0.0,0.134,0.134,4600,HUDSON AVE,0,0.151,0.8451,0.128,1552403,0.135847
14000128,Pasco,0.134,0.157,0.023,5500,N/A,0,0.029,0.9660,0.028,318590,0.145295
15000013,Pinellas,0.0,0.109,0.109,2700,CR-611/49 ST,0,0.106,0.9318,0.099,741195,0.220662
14050200,Pasco,0.0,0.374,0.374,1600,FRONTAGE RD,0,0.239,0.8587,0.205,1507070,0.224705
14090000,Pasco,11.635,11.912,0.277,30000,CR-577/CURLEY RD,2,1.896,0.4336,1.955,20928735,0.142033
14090000,Pasco,11.912,12.313,0.401,15000,N/A,7,0.950,0.4646,4.189,15148777,0.367316
14090000,Pasco,19.334,20.286,0.952,14600,N/A,5,3.639,0.2851,4.612,35005135,0.183103
14570000,Pasco,5.125,5.137,0.012,51500,N/A,0,0.127,0.9194,0.117,1556433,0.124075
14000102,Pasco,0.0,0.477,0.477,14900,SR-54,0,1.853,0.4392,0.814,17899735,0.075084
02470004,Citrus,0.0,0.431,0.431,450,SR 589 SB,0,0.064,0.9394,0.060,488463,0.203801
02000069,Citrus,0.0,1.156,1.156,400,N RANCH HAND AVE,0,0.281,0.7455,0.210,1164554,0.297423
14050000,Pasco,4.425,4.936,0.511,18900,C AVE,1,2.407,0.3762,1.529,24323421,0.099328
14050000,Pasco,5.74,5.834,0.094,19400,6 ST,1,0.452,0.7624,0.582,4592737,0.200322
14050000,Pasco,6.354,6.862,0.508,34000,CR-54,5,3.848,0.2739,4.685,43499532,0.149671
14050000,Pasco,13.476,14.152,0.676,16600,US-98/US-301/SR-533,2,2.235,0.3944,2.093,28261600,0.112591
